,data,quant,id_produto
287,2024-11-14 22:29:44,251,1
288,2024-11-14 22:33:11,246,1
289,2024-11-14 22:37:47,241,1
290,2024-11-14 22:40:45,238,1
291,2024-11-14 22:45:17,232,1
292,2024-11-14 22:47:59,225,1
293,2024-11-14 22:48:52,223,1
294,2024-11-14 22:49:43,215,1
295,2024-11-14 22:49:43,209,1
296,2024-11-14 23:02:59,208,1
297,2024-11-14 23:18:13,203,1
298,2024-11-14 23:18:40,201,1
299,2024-11-14 23:20:49,197,1
300,2024-11-14 23:21:44,191,1
301,2024-11-14 23:28:18,188,1
302,2024-11-14 23:52:00,184,1
303,2024-11-14 23:59:03,177,1
304,2024-11-15 00:03:00,172,1
305,2024-11-15 00:05:54,169,1
306,2024-11-15 00:07:47,164,1
307,2024-11-15 00:14:06,159,1
308,2024-11-15 00:17:00,151,1
309,2024-11-15 00:20:22,143,1
310,2024-11-15 00:26:33,133,1
311,2024-11-15 00:27:53,126,1
312,2024-11-15 00:27:59,117,1
313,2024-11-15 00:35:35,114,1
314,2024-11-15 00:35:47,105,1
315,2024-11-15 00:36:14,93,1
316,2024-11-15 00:37:11,89,1
317,2024-11-15 00:40:59,88,1
318,2024-11-15 00:41:41,80,1
319,2024-11-15 00:45:16,76,1
320,2024-11-15 00:47:44,71,1
321,2024-11-15 00:49:02,61,1
322,2024-11-15 00:49:38,52,1
323,2024-11-15 01:09:33,44,1
324,2024-11-15 01:10:29,36,1
325,2024-11-15 01:15:25,33,1
326,2024-11-15 01:23:18,22,1
327,2024-11-15 01:25:11,16,1
328,2024-11-15 01:34:19,11,1
329,2024-11-15 01:34:23,4,1
330,2024-11-15 01:34:53,1,1
331,2024-11-15 01:42:56,494,1
332,2024-11-15 01:45:41,486,1
333,2024-11-15 01:46:58,476,1
334,2024-11-15 01:51:16,470,1
335,2024-11-15 01:51:27,461,1
336,2024-11-15 01:54:18,452,1
337,2024-11-15 02:06:06,449,1
338,2024-11-15 02:08:06,441,1
339,2024-11-15 02:09:07,434,1
340,2024-11-15 02:09:23,427,1
341,2024-11-15 02:16:58,424,1
342,2024-11-15 02:18:58,422,1
343,2024-11-15 02:23:53,416,1
344,2024-11-15 02:25:05,413,1
345,2024-11-15 02:27:41,407,1
346,2024-11-15 02:29:27,404,1
347,2024-11-15 02:36:29,400,1
348,2024-11-15 02:49:42,393,1
349,2024-11-15 02:49:59,387,1
350,2024-11-15 02:50:29,383,1
351,2024-11-15 02:51:33,374,1
352,2024-11-15 03:07:50,365,1
353,2024-11-15 03:14:05,362,1
354,2024-11-15 03:17:54,356,1
355,2024-11-15 03:23:12,352,1
356,2024-11-15 03:35:15,343,1
357,2024-11-15 03:40:09,335,1
358,2024-11-15 03:44:46,334,1
359,2024-11-15 03:48:10,326,1
360,2024-11-15 03:48:31,325,1
361,2024-11-15 03:50:27,320,1
362,2024-11-15 03:58:34,316,1
363,2024-11-15 04:13:53,310,1
364,2024-11-15 04:24:23,305,1
365,2024-11-15 04:33:18,300,1
366,2024-11-15 04:33:57,293,1
367,2024-11-15 04:38:00,288,1
368,2024-11-15 04:40:10,282,1
369,2024-11-15 04:48:14,276,1
370,2024-11-15 04:51:21,273,1
371,2024-11-15 04:55:55,268,1
372,2024-11-15 04:59:59,260,1
373,2024-11-15 05:00:30,255,1
374,2024-11-15 05:07:36,246,1
375,2024-11-15 05:14:38,242,1
376,2024-11-15 05:28:44,236,1
377,2024-11-15 05:32:18,231,1
378,2024-11-15 05:32:48,224,1
379,2024-11-15 05:37:59,216,1
380,2024-11-15 05:40:50,206,1
381,2024-11-15 05:48:39,199,1
382,2024-11-15 05:50:22,197,1
383,2024-11-15 05:54:06,195,1
384,2024-11-15 05:55:59,188,1
385,2024-11-15 05:58:06,180,1
386,2024-11-15 06:06:31,176,1
387,2024-11-15 06:12:28,168,1
388,2024-11-15 06:13:01,160,1
389,2024-11-15 06:27:21,154,1
390,2024-11-15 06:34:37,146,1
391,2024-11-15 06:46:19,142,1
392,2024-11-15 06:49:54,138,1
393,2024-11-15 06:58:11,131,1
394,2024-11-15 07:05:02,127,1
395,2024-11-15 07:07:33,123,1
396,2024-11-15 07:10:25,116,1
397,2024-11-15 07:16:03,111,1
398,2024-11-15 07:24:54,107,1
399,2024-11-15 07:24:59,99,1
400,2024-11-15 07:31:00,91,1
401,2024-11-15 07:32:12,82,1
402,2024-11-15 07:40:54,80,1
403,2024-11-15 07:41:09,78,1
404,2024-11-15 07:48:42,71,1
405,2024-11-15 07:52:16,68,1
406,2024-11-15 07:53:56,63,1
407,2024-11-15 07:58:09,59,1
408,2024-11-15 07:59:29,54,1
409,2024-11-15 08:09:39,50,1
410,2024-11-15 08:09:49,44,1
411,2024-11-15 08:11:59,33,1
412,2024-11-15 08:15:51,29,1
413,2024-11-15 08:18:43,18,1
414,2024-11-15 08:19:47,13,1
415,2024-11-15 08:20:38,9,1
416,2024-11-15 08:21:49,1,1
417,2024-11-15 08:23:47,491,1
418,2024-11-15 08:25:02,485,1
419,2024-11-15 08:29:32,479,1
420,2024-11-15 08:34:43,471,1
421,2024-11-15 08:41:51,469,1
422,2024-11-15 08:44:23,465,1
423,2024-11-15 08:48:37,458,1
424,2024-11-15 08:52:14,451,1
425,2024-11-15 08:54:03,437,1
426,2024-11-15 08:58:10,431,1
427,2024-11-15 09:06:16,429,1
428,2024-11-15 09:09:43,424,1
429,2024-11-15 09:14:58,420,1
430,2024-11-15 09:18:43,417,1
431,2024-11-15 09:19:54,413,1
432,2024-11-15 09:24:18,407,1
433,2024-11-15 09:24:20,401,1
434,2024-11-15 09:35:34,397,1
435,2024-11-15 09:35:43,390,1
436,2024-11-15 09:42:28,386,1
437,2024-11-15 09:47:31,381,1
438,2024-11-15 09:48:37,371,1
439,2024-11-15 09:52:49,364,1
440,2024-11-15 09:59:56,355,1
441,2024-11-15 10:03:16,352,1
442,2024-11-15 10:13:05,339,1
443,2024-11-15 10:20:05,334,1
444,2024-11-15 10:20:25,326,1
445,2024-11-15 10:21:01,318,1
446,2024-11-15 10:26:46,316,1
447,2024-11-15 10:33:29,311,1
448,2024-11-15 10:58:18,301,1
449,2024-11-15 10:59:34,299,1
450,2024-11-15 11:02:27,294,1
451,2024-11-15 11:05:37,290,1
452,2024-11-15 11:09:47,286,1
453,2024-11-15 11:12:47,281,1
454,2024-11-15 11:13:16,280,1
455,2024-11-15 11:16:26,270,1
456,2024-11-15 11:20:49,265,1
457,2024-11-15 11:27:06,260,1
458,2024-11-15 11:36:30,258,1
459,2024-11-15 11:42:56,250,1
460,2024-11-15 11:56:50,244,1
461,2024-11-15 12:01:48,238,1
462,2024-11-15 12:05:05,235,1
463,2024-11-15 12:33:23,229,1
464,2024-11-15 12:41:58,225,1
465,2024-11-15 12:59:00,220,1
466,2024-11-15 13:04:35,217,1
467,2024-11-15 13:06:08,215,1
468,2024-11-15 13:06:19,206,1
469,2024-11-15 13:14:19,205,1
470,2024-11-15 13:16:45,202,1
471,2024-11-15 13:20:44,196,1
472,2024-11-15 13:30:52,188,1
473,2024-11-15 13:34:27,181,1
474,2024-11-15 13:35:33,171,1
475,2024-11-15 13:39:10,165,1
476,2024-11-15 13:54:28,162,1
477,2024-11-15 13:54:42,152,1
478,2024-11-15 13:55:37,150,1
479,2024-11-15 14:02:33,140,1
480,2024-11-15 14:06:56,131,1
481,2024-11-15 14:09:28,125,1
482,2024-11-15 14:10:40,122,1
483,2024-11-15 14:32:56,115,1
484,2024-11-15 14:45:29,111,1
485,2024-11-15 14:47:42,105,1
486,2024-11-15 14:48:48,98,1
487,2024-11-15 14:51:05,92,1
488,2024-11-15 14:58:07,85,1
489,2024-11-15 15:02:03,81,1
490,2024-11-15 15:19:47,74,1
491,2024-11-15 15:50:03,67,1
492,2024-11-15 15:55:08,62,1
493,2024-11-15 16:03:20,57,1
494,2024-11-15 16:04:42,50,1
495,2024-11-15 16:08:41,43,1
496,2024-11-15 16:16:32,37,1
497,2024-11-15 16:16:59,28,1
498,2024-11-15 16:17:44,21,1
499,2024-11-15 16:20:38,15,1
500,2024-11-15 16:23:24,13,1
501,2024-11-15 16:28:43,7,1
502,2024-11-15 16:31:32,2,1
503,2024-11-15 16:32:46,1,1
504,2024-11-15 16:33:50,498,1
505,2024-11-15 16:55:07,495,1
506,2024-11-15 16:58:13,489,1
507,2024-11-15 17:01:17,482,1
508,2024-11-15 17:07:07,480,1
509,2024-11-15 17:14:17,472,1
510,2024-11-15 17:22:58,468,1
511,2024-11-15 17:38:28,464,1
512,2024-11-15 18:03:26,456,1
513,2024-11-15 18:04:03,452,1
514,2024-11-15 18:12:57,445,1
515,2024-11-15 18:13:13,438,1
516,2024-11-15 18:16:56,432,1
517,2024-11-15 18:16:56,421,1
518,2024-11-15 18:17:41,415,1
519,2024-11-15 18:46:37,411,1
520,2024-11-15 18:51:47,406,1
521,2024-11-15 18:52:33,401,1
522,2024-11-15 18:54:45,398,1
523,2024-11-15 19:00:13,393,1
524,2024-11-15 19:02:09,383,1
525,2024-11-15 19:06:57,377,1
526,2024-11-15 19:13:43,373,1
527,2024-11-15 19:23:52,368,1
528,2024-11-15 19:31:43,362,1
529,2024-11-15 19:39:24,356,1
530,2024-11-15 19:40:30,350,1
531,2024-11-15 19:40:33,344,1
532,2024-11-15 19:51:22,336,1
533,2024-11-15 19:53:33,329,1
534,2024-11-15 19:54:06,325,1
535,2024-11-15 19:54:10,320,1
536,2024-11-15 20:02:13,315,1
537,2024-11-15 20:08:19,310,1
538,2024-11-15 20:13:45,303,1
539,2024-11-15 20:19:54,294,1
540,2024-11-15 20:23:02,285,1
541,2024-11-15 20:26:27,281,1
542,2024-11-15 20:30:12,273,1
543,2024-11-15 20:32:09,270,1
544,2024-11-15 20:42:54,263,1
545,2024-11-15 20:47:24,254,1
546,2024-11-15 20:47:58,246,1
547,2024-11-15 20:49:29,238,1
548,2024-11-15 20:55:44,237,1
549,2024-11-15 20:56:03,231,1
550,2024-11-15 21:06:48,225,1
551,2024-11-15 21:11:20,219,1
552,2024-11-15 21:13:39,216,1
553,2024-11-15 21:16:12,209,1
554,2024-11-15 21:24:03,206,1
555,2024-11-15 21:24:10,198,1
556,2024-11-15 21:24:37,192,1
557,2024-11-15 21:25:56,186,1
558,2024-11-15 21:28:12,180,1
559,2024-11-15 21:37:48,171,1
560,2024-11-15 21:42:58,170,1
561,2024-11-15 21:45:51,164,1
562,2024-11-15 21:49:11,160,1
563,2024-11-15 21:51:28,154,1
564,2024-11-15 22:03:07,150,1
565,2024-11-15 22:05:53,145,1
566,2024-11-15 22:09:47,139,1
567,2024-11-15 22:22:37,134,1
568,2024-11-15 22:23:35,127,1
569,2024-11-15 22:26:57,120,1
570,2024-11-15 22:30:27,118,1
571,2024-11-15 22:35:11,111,1
572,2024-11-15 22:37:44,104,1
573,2024-11-15 22:41:21,96,1
574,2024-11-15 22:56:02,87,1
575,2024-11-15 22:56:20,84,1
576,2024-11-15 23:02:34,80,1
577,2024-11-15 23:02:51,75,1
578,2024-11-15 23:11:17,67,1
579,2024-11-15 23:22:08,62,1
580,2024-11-15 23:29:34,51,1
581,2024-11-15 23:30:28,46,1
582,2024-11-15 23:43:16,43,1
583,2024-11-15 23:54:41,39,1
584,2024-11-15 23:57:05,30,1
585,2024-11-16 00:07:25,27,1
586,2024-11-16 00:10:49,21,1
587,2024-11-16 00:12:03,13,1
588,2024-11-16 00:13:23,8,1
589,2024-11-16 00:13:23,1,1
590,2024-11-16 00:14:26,1,1
591,2024-11-16 00:17:41,488,1
592,2024-11-16 00:17:55,481,1
593,2024-11-16 00:21:53,475,1
594,2024-11-16 00:23:33,467,1
595,2024-11-16 00:31:13,462,1
596,2024-11-16 00:33:44,455,1
597,2024-11-16 00:35:01,448,1
598,2024-11-16 00:39:10,440,1
599,2024-11-16 00:40:25,433,1
600,2024-11-16 00:45:07,425,1
601,2024-11-16 00:54:41,419,1
602,2024-11-16 00:54:48,411,1
603,2024-11-16 01:03:42,407,1
604,2024-11-16 01:04:58,400,1
605,2024-11-16 01:10:16,391,1
606,2024-11-16 01:28:43,385,1
607,2024-11-16 01:29:47,381,1
608,2024-11-16 01:33:00,376,1
609,2024-11-16 01:39:23,371,1
610,2024-11-16 01:39:40,366,1
611,2024-11-16 01:54:14,361,1
612,2024-11-16 01:59:39,354,1
613,2024-11-16 02:10:04,346,1
614,2024-11-16 02:15:02,340,1
615,2024-11-16 02:18:03,333,1
616,2024-11-16 02:32:45,327,1
617,2024-11-16 02:40:32,323,1
618,2024-11-16 02:46:35,321,1
619,2024-11-16 02:53:48,314,1
620,2024-11-16 02:57:30,310,1
621,2024-11-16 03:05:08,307,1
622,2024-11-16 03:05:08,299,1
623,2024-11-16 03:07:37,286,1
624,2024-11-16 03:11:38,280,1
625,2024-11-16 03:16:39,275,1
626,2024-11-16 03:20:48,268,1
627,2024-11-16 03:23:08,258,1
628,2024-11-16 03:35:00,252,1
629,2024-11-16 03:37:26,244,1
630,2024-11-16 03:38:16,236,1
631,2024-11-16 03:58:00,231,1
632,2024-11-16 03:58:41,226,1
633,2024-11-16 04:00:32,222,1
634,2024-11-16 04:00:54,219,1
635,2024-11-16 04:12:12,208,1
636,2024-11-16 04:23:17,202,1
637,2024-11-16 04:25:25,198,1
638,2024-11-16 04:31:13,192,1
639,2024-11-16 04:34:09,185,1
640,2024-11-16 04:38:00,178,1
641,2024-11-16 04:42:16,170,1
642,2024-11-16 04:42:22,166,1
643,2024-11-16 04:56:52,163,1
644,2024-11-16 05:04:19,158,1
645,2024-11-16 05:04:31,149,1
646,2024-11-16 05:08:48,146,1
647,2024-11-16 05:18:15,140,1
648,2024-11-16 05:21:31,135,1
649,2024-11-16 05:22:00,125,1
650,2024-11-16 05:26:42,122,1
651,2024-11-16 05:29:25,116,1
652,2024-11-16 05:44:02,115,1
653,2024-11-16 05:47:32,110,1
654,2024-11-16 05:50:47,102,1
655,2024-11-16 05:51:15,99,1
656,2024-11-16 05:56:42,94,1
657,2024-11-16 06:06:33,84,1
658,2024-11-16 06:09:02,76,1
659,2024-11-16 06:23:22,71,1
660,2024-11-16 06:31:52,60,1
661,2024-11-16 06:36:51,58,1
662,2024-11-16 06:40:14,54,1
663,2024-11-16 06:44:22,48,1
664,2024-11-16 06:50:43,41,1
665,2024-11-16 06:53:06,37,1
666,2024-11-16 06:58:11,34,1
667,2024-11-16 07:01:18,30,1
668,2024-11-16 07:11:45,25,1
669,2024-11-16 07:14:44,21,1
670,2024-11-16 07:25:47,13,1
671,2024-11-16 07:33:22,8,1
672,2024-11-16 07:37:50,1,1
673,2024-11-16 07:42:08,496,1
674,2024-11-16 07:43:07,493,1
675,2024-11-16 07:45:59,489,1
676,2024-11-16 07:46:23,485,1
677,2024-11-16 07:47:25,480,1
678,2024-11-16 07:48:04,477,1
679,2024-11-16 07:55:48,474,1
680,2024-11-16 08:04:57,470,1
681,2024-11-16 08:08:40,467,1
682,2024-11-16 08:09:22,461,1
683,2024-11-16 08:13:07,458,1
684,2024-11-16 08:16:39,453,1
685,2024-11-16 08:19:44,446,1
686,2024-11-16 08:28:41,437,1
687,2024-11-16 08:29:02,431,1
688,2024-11-16 08:34:43,425,1
689,2024-11-16 08:37:09,414,1
690,2024-11-16 08:42:01,405,1
691,2024-11-16 08:43:44,395,1
692,2024-11-16 08:46:22,389,1
693,2024-11-16 08:47:26,383,1
694,2024-11-16 09:01:00,376,1
695,2024-11-16 09:04:13,373,1
696,2024-11-16 09:15:26,368,1
697,2024-11-16 09:22:32,363,1
698,2024-11-16 09:26:07,356,1
699,2024-11-16 09:29:35,348,1
700,2024-11-16 09:32:14,336,1
701,2024-11-16 09:34:27,328,1
702,2024-11-16 09:39:35,322,1
703,2024-11-16 09:45:16,317,1
704,2024-11-16 09:48:25,311,1
705,2024-11-16 10:03:01,305,1
706,2024-11-16 10:06:00,296,1
707,2024-11-16 10:06:27,288,1
708,2024-11-16 10:06:41,280,1
709,2024-11-16 10:11:28,271,1
710,2024-11-16 10:13:33,268,1
711,2024-11-16 10:13:51,262,1
712,2024-11-16 10:17:53,257,1
713,2024-11-16 10:21:40,249,1
714,2024-11-16 10:25:45,241,1
715,2024-11-16 10:35:42,231,1
716,2024-11-16 10:42:53,226,1
717,2024-11-16 11:03:21,218,1
718,2024-11-16 11:04:26,214,1
719,2024-11-16 11:05:05,208,1
720,2024-11-16 11:31:40,203,1
721,2024-11-16 11:38:47,197,1
722,2024-11-16 11:40:24,187,1
723,2024-11-16 11:40:28,180,1
724,2024-11-16 11:49:02,176,1
725,2024-11-16 12:02:38,166,1
726,2024-11-16 12:02:38,161,1
727,2024-11-16 12:03:49,155,1
728,2024-11-16 12:07:12,151,1
729,2024-11-16 12:13:52,143,1
730,2024-11-16 12:17:32,140,1
731,2024-11-16 12:20:12,135,1
732,2024-11-16 12:20:29,128,1
733,2024-11-16 12:24:30,120,1
734,2024-11-16 12:26:06,117,1
